DATE;OPEN;HIGH;LOW;CLOSE
06.11.2018;114640;114650;114590;114640
06.11.2018;114660;114690;114660;114670
06.11.2018;114680;114730;114680;114700
06.11.2018;114680;114700;114650;114670
06.11.2018;114670;114680;114630;114640
06.11.2018;114640;114680;114620;114630
06.11.2018;114640;114680;114630;114680
06.11.2018;114670;114670;114640;114640
06.11.2018;114640;114650;114630;114630
06.11.2018;114630;114650;114610;114630
06.11.2018;114620;114630;114610;114630
06.11.2018;114650;114670;114640;114640
06.11.2018;114670;114680;114610;114660
06.11.2018;114660;114660;114610;114620
06.11.2018;114620;114650;114620;114640
06.11.2018;114640;114670;114640;114650
06.11.2018;114660;114660;114630;114630
06.11.2018;114650;114660;114650;114660
06.11.2018;114670;114720;114670;114680
06.11.2018;114660;114670;114650;114670
06.11.2018;114670;114710;114670;114690
06.11.2018;114690;114710;114670;114690
06.11.2018;114690;114700;114690;114700
06.11.2018;114690;114690;114660;114660
06.11.2018;114660;114660;114630;114650
06.11.2018;114640;114680;114620;114660
06.11.2018;114660;114720;114660;114700
06.11.2018;114680;114690;114670;114670
06.11.2018;114670;114670;114630;114660
06.11.2018;114650;114660;114610;114630
06.11.2018;114630;114630;114560;114580
06.11.2018;114570;114580;114550;114570
06.11.2018;114580;114600;114550;114590
06.11.2018;114600;114660;114590;114630
06.11.2018;114620;114640;114620;114640
06.11.2018;114630;114670;114630;114660
06.11.2018;114670;114670;114620;114630
06.11.2018;114640;114640;114610;114630
06.11.2018;114640;114640;114590;114610
06.11.2018;114610;114610;114530;114550
06.11.2018;114550;114560;114470;114490
06.11.2018;114490;114520;114490;114520
06.11.2018;114530;114550;114500;114540
06.11.2018;114540;114550;114530;114540
06.11.2018;114540;114550;114520;114550
06.11.2018;114550;114550;114530;114550
06.11.2018;114550;114590;114550;114570
06.11.2018;114590;114620;114590;114600
06.11.2018;114600;114630;114590;114630
06.11.2018;114620;114630;114610;114610
06.11.2018;114610;114610;114580;114580
06.11.2018;114590;114600;114580;114580
06.11.2018;114580;114580;114570;114580
06.11.2018;114590;114630;114590;114610
06.11.2018;114610;114660;114600;114650
06.11.2018;114640;114640;114620;114620
06.11.2018;114620;114620;114570;114570
06.11.2018;114570;114590;114560;114560
06.11.2018;114560;114590;114560;114580
06.11.2018;114580;114580;114520;114530
06.11.2018;114520;114580;114490;114570
06.11.2018;114570;114600;114570;114600
06.11.2018;114590;114600;114540;114550
06.11.2018;114550;114590;114540;114580
06.11.2018;114580;114580;114550;114560
06.11.2018;114570;114580;114530;114530
06.11.2018;114530;114580;114530;114550
06.11.2018;114530;114560;114530;114540
06.11.2018;114540;114550;114520;114540
06.11.2018;114540;114540;114510;114510
06.11.2018;114520;114580;114510;114580
06.11.2018;114560;114580;114550;114570
06.11.2018;114550;114550;114510;114510
06.11.2018;114530;114570;114520;114550
06.11.2018;114550;114630;114550;114620
06.11.2018;114610;114630;114600;114610
06.11.2018;114610;114640;114600;114630
06.11.2018;114630;114660;114630;114640
06.11.2018;114640;114660;114620;114630
06.11.2018;114640;114970;114610;114700
04.09.2018;107580;107580;107540;107540
04.09.2018;107700;107700;107610;107610
04.09.2018;107500;107500;107500;107500
04.09.2018;107570;107570;107570;107570
04.09.2018;107560;107560;107560;107560
04.09.2018;107610;107610;107610;107610
04.09.2018;107630;107640;107630;107640
04.09.2018;107670;107670;107670;107670
04.09.2018;107530;107530;107490;107490
04.09.2018;107530;107530;107490;107490
04.09.2018;107550;107550;107550;107550
04.09.2018;107640;107800;107640;107800
04.09.2018;107760;107760;107760;107760
04.09.2018;107710;107710;107710;107710
04.09.2018;107790;107790;107790;107790
04.09.2018;107750;107750;107750;107750
04.09.2018;107720;107720;107650;107680
04.09.2018;107750;107750;107720;107720
04.09.2018;107610;107610;107600;107600
04.09.2018;107580;107580;107580;107580
04.09.2018;107510;107580;107510;107580
04.09.2018;107590;107590;107590;107590
04.09.2018;107550;107550;107510;107510
04.09.2018;107550;107550;107550;107550
04.09.2018;107450;107450;107430;107430
04.09.2018;107530;107530;107530;107530
04.09.2018;107590;107600;107590;107600
04.09.2018;107690;107690;107690;107690
04.09.2018;107610;107610;107610;107610
04.09.2018;107640;107640;107640;107640
04.09.2018;107690;107690;107690;107690
04.09.2018;107610;107610;107610;107610
04.09.2018;107630;107630;107630;107630
04.09.2018;107570;107570;107570;107570
04.09.2018;107510;107510;107510;107510
04.09.2018;107460;107460;107440;107460
04.09.2018;107460;107470;107460;107460
04.09.2018;107340;107390;107300;107300
04.09.2018;107400;107410;107400;107410
04.09.2018;107360;107400;107210;107270
04.09.2018;107240;107240;106970;106970
04.09.2018;106910;106910;106830;106910
04.09.2018;106830;106870;106750;106870
04.09.2018;106900;107000;106850;106850
04.09.2018;106810;106840;106810;106840
04.09.2018;106910;106910;106910;106910
04.09.2018;106790;106790;106790;106790
04.09.2018;106910;106990;106910;106990
04.09.2018;106950;106950;106950;106950
04.09.2018;107000;107000;107000;107000
04.09.2018;106990;106990;106990;106990
04.09.2018;107000;107000;107000;107000
04.09.2018;107030;107050;107030;107050
04.09.2018;106980;106980;106980;106980
04.09.2018;107060;107060;107060;107060
04.09.2018;107060;107060;107060;107060
04.09.2018;107150;107150;107150;107150
04.09.2018;107030;107030;107030;107030
04.09.2018;107200;107200;107200;107200
04.09.2018;107300;107350;107300;107310
04.09.2018;107210;107230;107210;107230
04.09.2018;107150;107150;107150;107150
04.09.2018;107150;107150;107150;107150
04.09.2018;107000;107020;107000;107020
04.09.2018;106960;106960;106960;106960
04.09.2018;106930;106930;106930;106930
04.09.2018;106900;106900;106850;106850
04.09.2018;107000;107080;107000;107080
04.09.2018;107120;107120;107120;107120
04.09.2018;106950;106950;106920;106920
04.09.2018;107000;107000;107000;107000
04.09.2018;107000;107010;107000;107010
04.09.2018;107060;107060;107060;107060
04.09.2018;107070;107070;107070;107070
04.09.2018;107050;107050;107050;107050
04.09.2018;107020;107020;106850;106850
04.09.2018;106810;106860;106810;106850
04.09.2018;106990;107000;106990;107000
04.09.2018;107000;107000;107000;107000
04.09.2018;107000;107000;107000;107000
04.09.2018;107010;107010;107010;107010
04.09.2018;106900;106930;106900;106930
04.09.2018;106900;106930;106870;106930
04.09.2018;106930;106930;106930;106930
04.09.2018;106850;106850;106700;106700
04.09.2018;106700;106850;106700;106850
04.09.2018;106870;106870;106870;106870
04.09.2018;106810;106810;106760;106760
04.09.2018;106750;106750;106750;106750
04.09.2018;106740;106740;106740;106740
04.09.2018;106730;106730;106730;106730
04.09.2018;106700;106700;106700;106700
04.09.2018;106650;106670;106650;106670
04.09.2018;106700;106700;106700;106700
04.09.2018;106650;106670;106620;106670
04.09.2018;106730;106730;106730;106730
04.09.2018;106730;106730;106730;106730
04.09.2018;106710;106710;106700;106700
04.09.2018;106650;106670;106650;106670
04.09.2018;106600;106600;106590;106590
04.09.2018;106630;106630;106630;106630
04.09.2018;106590;106590;106590;106590
04.09.2018;106740;106740;106650;106650
04.09.2018;106650;106650;106650;106650
04.09.2018;106600;106600;106590;106590
04.09.2018;106750;106750;106750;106750
04.09.2018;106800;106800;106800;106800
04.09.2018;106850;106850;106850;106850
04.09.2018;106740;106740;106740;106740
04.09.2018;106800;106800;106800;106800
04.09.2018;106700;106700;106700;106700
04.09.2018;106700;106700;106700;106700
04.09.2018;106590;106590;106510;106550
04.09.2018;106500;106500;106500;106500
04.09.2018;106570;106570;106570;106570
04.09.2018;106540;106540;106540;106540
04.09.2018;106500;106500;106480;106480
04.09.2018;106430;106440;106430;106440
04.09.2018;106500;106500;106500;106500
04.09.2018;106540;106540;106500;106500
04.09.2018;106470;106470;106470;106470
04.09.2018;106460;106470;106460;106460
04.09.2018;106460;106460;106460;106460
04.09.2018;106400;106400;106400;106400
04.09.2018;106450;106450;106450;106450
04.09.2018;106480;106480;106480;106480
04.09.2018;106500;106500;106500;106500
04.09.2018;106410;106410;106410;106410
04.09.2018;106400;106400;106400;106400
04.09.2018;106400;106400;106400;106400
04.09.2018;106550;106550;106550;106550
04.09.2018;106550;106550;106500;106500
04.09.2018;106700;106700;106700;106700
04.09.2018;106700;106700;106700;106700
04.09.2018;106700;106700;106700;106700
04.09.2018;106780;106790;106780;106790
04.09.2018;106650;106650;106650;106650
04.09.2018;106650;106680;106650;106680
04.09.2018;106850;106850;106850;106850
04.09.2018;106870;106990;106870;106990
04.09.2018;107000;107040;107000;107020
04.09.2018;107000;107000;107000;107000
04.09.2018;106900;106900;106900;106900
04.09.2018;106900;106900;106900;106900
04.09.2018;106950;106950;106950;106950
04.09.2018;106990;107000;106990;107000
04.09.2018;106850;106850;106850;106850
04.09.2018;106750;106750;106750;106750
04.09.2018;106740;106740;106700;106700
04.09.2018;106830;106830;106830;106830
04.09.2018;106850;106850;106850;106850
04.09.2018;106840;106840;106840;106840
04.09.2018;107000;107000;106970;106970
04.09.2018;107070;107070;107070;107070
04.09.2018;107020;107020;107020;107020
04.09.2018;107090;107090;107080;107080
04.09.2018;106980;106980;106980;106980
04.09.2018;106900;106900;106900;106900
04.09.2018;106850;106850;106850;106850
04.09.2018;106880;106880;106810;106810
04.09.2018;106770;106770;106770;106770
04.09.2018;106840;106860;106840;106860
04.09.2018;106930;107000;106930;107000
04.09.2018;106960;106960;106960;106960
04.09.2018;106930;106930;106880;106880
04.09.2018;106900;106900;106900;106900
04.09.2018;106850;106950;106850;106950
04.09.2018;106950;106950;106950;106950
04.09.2018;106940;106940;106940;106940
04.09.2018;106820;106880;106820;106880
04.09.2018;106890;106890;106890;106890
04.09.2018;106920;106920;106920;106920
04.09.2018;106890;106890;106890;106890
04.09.2018;106950;106950;106950;106950
04.09.2018;107000;107000;107000;107000
04.09.2018;106990;106990;106990;106990
04.09.2018;106950;106950;106950;106950
04.09.2018;106860;106860;106860;106860
04.09.2018;106910;106910;106910;106910
04.09.2018;106950;106950;106950;106950
04.09.2018;106950;106950;106870;106870
04.09.2018;106920;106920;106910;106910
04.09.2018;106940;106940;106940;106940
04.09.2018;107050;107050;107050;107050
04.09.2018;106940;106940;106940;106940
04.09.2018;106850;106850;106850;106850
04.09.2018;106840;106840;106750;106750
04.09.2018;106750;106750;106750;106750
04.09.2018;106820;106820;106820;106820
04.09.2018;106810;106810;106810;106810
04.09.2018;106800;106800;106800;106800
04.09.2018;106730;106730;106730;106730
04.09.2018;106770;106770;106770;106770
04.09.2018;106780;106780;106780;106780
04.09.2018;106750;106750;106750;106750
04.09.2018;106710;106710;106700;106700
04.09.2018;106690;106690;106660;106660
04.09.2018;106660;106660;106660;106660
04.09.2018;106630;106630;106630;106630
04.09.2018;106550;106550;106550;106550
04.09.2018;106570;106570;106570;106570
04.09.2018;106570;106570;106570;106570
04.09.2018;106600;106600;106600;106600
04.09.2018;106600;106600;106600;106600
04.09.2018;106600;106600;106600;106600
04.09.2018;106530;106530;106530;106530
04.09.2018;106500;106500;106490;106490
04.09.2018;106490;106490;106490;106490
04.09.2018;106470;106470;106470;106470
04.09.2018;106490;106540;106490;106540
04.09.2018;106460;106460;106460;106460
04.09.2018;106450;106450;106450;106450
04.09.2018;106450;106450;106450;106450
04.09.2018;106470;106470;106470;106470
04.09.2018;106420;106420;106340;106340
04.09.2018;106370;106370;106370;106370
04.09.2018;106370;106370;106370;106370
04.09.2018;106510;106510;106510;106510
04.09.2018;106550;106600;106550;106600
04.09.2018;106550;106550;106550;106550
04.09.2018;106630;106630;106630;106630
04.09.2018;106650;106650;106650;106650
04.09.2018;106640;106640;106640;106640
04.09.2018;106640;106640;106640;106640
04.09.2018;106660;106670;106660;106670
04.09.2018;106700;106760;106700;106760
04.09.2018;106680;106680;106680;106680
04.10.2018;117890;117890;117140;117230
04.10.2018;117230;117240;116860;116880
04.10.2018;116880;117100;116830;117010
04.10.2018;117010;117140;116910;117090
04.10.2018;117080;117160;117030;117080
04.10.2018;117060;117150;117030;117110
04.10.2018;117110;117140;117040;117040
04.10.2018;117040;117120;117000;117090
04.10.2018;117110;117150;117020;117070
04.10.2018;117060;117140;117020;117130
04.10.2018;117120;117170;117060;117170
04.10.2018;117180;117260;117120;117170
04.10.2018;117180;117330;117180;117310
04.10.2018;117300;117320;117220;117280
04.10.2018;117280;117300;117200;117300
04.10.2018;117300;117320;117220;117280
04.10.2018;117260;117300;117210;117300
04.10.2018;117300;117320;117250;117250
04.10.2018;117250;117290;117190;117210
04.10.2018;117230;117310;117200;117300
04.10.2018;117300;117310;117240;117310
04.10.2018;117310;117440;117300;117350
04.10.2018;117370;117600;117370;117510
04.10.2018;117500;117600;117500;117550
04.10.2018;117550;117680;117540;117580
04.10.2018;117580;117590;117470;117500
04.10.2018;117480;117540;117460;117460
04.10.2018;117480;117480;117350;117420
04.10.2018;117410;117490;117380;117430
04.10.2018;117420;117450;117320;117380
04.10.2018;117400;117400;117270;117310
04.10.2018;117300;117310;117170;117270
04.10.2018;117270;117360;117240;117310
04.10.2018;117300;117360;117290;117330
04.10.2018;117310;117400;117310;117360
04.10.2018;117350;117430;117350;117380
04.10.2018;117390;117420;117350;117400
04.10.2018;117400;117580;117400;117530
04.10.2018;117520;117570;117470;117560
04.10.2018;117550;117590;117500;117590
04.10.2018;117590;117590;117450;117500
04.10.2018;117510;117670;117490;117600
04.10.2018;117590;117610;117550;117600
04.10.2018;117600;117790;117590;117790
04.10.2018;117790;117960;117780;117870
04.10.2018;117880;117930;117800;117810
04.10.2018;117800;117870;117780;117870
04.10.2018;117880;117970;117870;117900
04.10.2018;117900;117950;117850;117850
04.10.2018;117860;117950;117850;117900
04.10.2018;117900;117910;117810;117880
04.10.2018;117880;117910;117830;117870
04.10.2018;117870;117890;117730;117760
04.10.2018;117740;117810;117680;117730
04.10.2018;117730;117790;117720;117740
04.10.2018;117740;117790;117720;117780
04.10.2018;117770;117780;117730;117740
04.10.2018;117740;117800;117740;117800
04.10.2018;117790;117800;117630;117720
04.10.2018;117730;117780;117640;117660
04.10.2018;117660;117680;117580;117620
04.10.2018;117620;117730;117610;117680
04.10.2018;117690;117710;117650;117670
04.10.2018;117650;117660;117570;117570
04.10.2018;117580;117640;117560;117570
04.10.2018;117570;117590;117400;117430
04.10.2018;117420;117480;117310;117360
04.10.2018;117360;117370;117220;117220
04.10.2018;117230;117310;117210;117280
04.10.2018;117280;117330;117270;117330
04.10.2018;117320;117320;117150;117150
04.10.2018;117150;117150;117060;117100
04.10.2018;117100;117160;117070;117140
04.10.2018;117140;117140;117070;117080
04.10.2018;117090;117110;117030;117090
04.10.2018;117090;117130;117050;117100
04.10.2018;117110;117140;117070;117090
04.10.2018;117080;117110;117030;117030
04.10.2018;117030;117060;116860;116940
04.10.2018;116940;116990;116890;116970
04.10.2018;116970;117060;116930;117030
04.10.2018;117030;117050;116980;117030
04.10.2018;117030;117100;117000;117100
04.10.2018;117100;117100;117050;117070
04.10.2018;117070;117070;117020;117050
04.10.2018;117040;117090;117030;117060
04.10.2018;117060;117170;117050;117140
04.10.2018;117140;117140;117080;117100
04.10.2018;117100;117160;117070;117070
04.10.2018;117080;117080;116940;116960
04.10.2018;116950;116950;116740;116850
04.10.2018;116840;116880;116820;116830
04.10.2018;116850;116850;116780;116840
04.10.2018;116850;116870;116760;116810
04.10.2018;116800;116840;116790;116840
04.10.2018;116830;116910;116800;116890
04.10.2018;116880;116880;116830;116840
04.10.2018;116860;116860;116810;116860
04.10.2018;116850;116910;116830;116910
04.10.2018;116910;116910;116860;116860
04.10.2018;116860;116960;116860;116940
04.10.2018;116950;116960;116880;116930
04.10.2018;116930;116930;116860;116880
04.10.2018;116880;116890;116830;116870
04.10.2018;116860;116940;116850;116850
04.10.2018;116850;116940;116780;116790
04.10.2018;116790;116800;116750;116780
04.10.2018;116790;116870;116770;116870
04.10.2018;116870;116880;116840;116860
04.10.2018;116860;117000;116860;117000
04.10.2018;117000;117000;116900;116990
04.10.2018;116990;117140;116940;117130
04.10.2018;117140;117270;117130;117250
04.10.2018;117250;117370;117200;117290
04.10.2018;117280;117390;117280;117340
04.10.2018;117340;117390;117260;117280
04.10.2018;117270;117340;117230;117300
04.10.2018;117310;117370;117280;117340
04.10.2018;117340;117370;117240;117240
04.10.2018;117240;117310;117220;117230
04.10.2018;117240;117280;117030;117090
04.10.2018;117070;117210;117070;117120
04.10.2018;117110;117130;116950;117020
04.10.2018;117010;117030;116900;116900
04.10.2018;116910;116970;116900;116910
04.10.2018;116900;116960;116850;116920
04.10.2018;116910;116990;116900;116930
04.10.2018;116930;117000;116910;116910
04.10.2018;116910;117030;116890;117020
04.10.2018;117020;117110;116920;116990
04.10.2018;116990;117080;116950;117050
04.10.2018;117060;117110;117020;117060
04.10.2018;117060;117130;117040;117130
04.10.2018;117140;117190;117100;117110
04.10.2018;117120;117130;117060;117080
04.10.2018;117070;117090;117060;117060
04.10.2018;117050;117180;117030;117160
04.10.2018;117160;117250;117120;117230
04.10.2018;117230;117300;117180;117210
04.10.2018;117210;117250;117200;117210
04.10.2018;117210;117250;117200;117200
04.10.2018;117200;117200;117060;117090
04.10.2018;117100;117110;117080;117110
04.10.2018;117100;117110;117080;117090
04.10.2018;117090;117180;117070;117140
04.10.2018;117120;117120;116920;116950
04.10.2018;116940;116970;116920;116960
04.10.2018;116950;116960;116880;116960
04.10.2018;116960;117000;116940;116960
04.10.2018;116960;117010;116950;116980
04.10.2018;117000;117000;116920;116950
04.10.2018;116960;116980;116940;116980
04.10.2018;116980;116980;116940;116950
04.10.2018;116950;117020;116920;117020
04.10.2018;117020;117040;116950;117020
04.10.2018;117010;117070;116970;117040
04.10.2018;117050;117080;117000;117080
04.10.2018;117080;117150;117070;117100
04.10.2018;117100;117140;117060;117120
04.10.2018;117110;117110;116930;116940
04.10.2018;116930;116930;116810;116890
04.10.2018;116880;116950;116810;116940
04.10.2018;116940;117050;116910;117030
04.10.2018;117040;117100;117020;117050
04.10.2018;117040;117070;117010;117060
04.10.2018;117060;117090;117040;117060
04.10.2018;117080;117200;117010;117190
04.10.2018;117190;117260;117140;117210
04.10.2018;117220;117280;117200;117230
04.10.2018;117220;117220;117080;117110
04.10.2018;117100;117110;117000;117030
04.10.2018;117030;117080;117000;117070
04.10.2018;117060;117070;117020;117050
04.10.2018;117040;117050;117020;117030
04.10.2018;117020;117090;117020;117050
04.10.2018;117060;117080;117050;117080
04.10.2018;117090;117230;117060;117170
04.10.2018;117160;117250;117160;117240
04.10.2018;117240;117260;117110;117110
04.10.2018;117130;117150;117070;117140
04.10.2018;117120;117130;116930;117010
04.10.2018;117010;117020;116950;116980
04.10.2018;116970;117060;116960;117030
04.10.2018;117050;117100;117020;117080
04.10.2018;117080;117090;117050;117090
04.10.2018;117080;117080;117050;117050
04.10.2018;117060;117100;117030;117090
04.10.2018;117100;117100;117030;117040
04.10.2018;117060;117180;117050;117160
04.10.2018;117160;117240;117140;117220
04.10.2018;117210;117230;117130;117160
04.10.2018;117160;117160;117060;117110
04.10.2018;117110;117130;117070;117100
04.10.2018;117090;117150;117080;117080
04.10.2018;117080;117120;117080;117100
04.10.2018;117110;117150;117100;117110
04.10.2018;117120;117120;117070;117090
04.10.2018;117110;117130;117060;117070
04.10.2018;117060;117140;117050;117090
04.10.2018;117080;117120;117080;117110
04.10.2018;117120;117180;117090;117120
04.10.2018;117110;117230;117090;117210
04.10.2018;117200;117200;117100;117100
04.10.2018;117130;117130;117100;117100
04.10.2018;117100;117130;117100;117100
04.10.2018;117100;117180;117050;117180
04.10.2018;117180;117270;117140;117200
04.10.2018;117210;117220;117150;117190
04.10.2018;117160;117180;117110;117170
04.10.2018;117160;117180;117130;117130
04.10.2018;117120;117140;117000;117020
04.10.2018;117020;117070;117010;117050
04.10.2018;117060;117070;117030;117030
04.10.2018;117020;117050;116960;117000
04.10.2018;117020;117070;117010;117050
04.10.2018;117040;117050;117020;117050
04.10.2018;117050;117060;116970;117020
04.10.2018;117020;117030;116940;116950
04.10.2018;116950;117020;116920;117000
04.10.2018;117000;117020;116990;117010
04.10.2018;117010;117010;116940;117000
04.10.2018;117000;117040;116990;116990
04.10.2018;116990;117000;116970;116970
04.10.2018;116970;116980;116920;116940
04.10.2018;116950;116970;116910;116950
04.10.2018;116950;117050;116920;117040
04.10.2018;117040;117060;117000;117060
04.10.2018;117060;117120;117040;117080
04.10.2018;117090;117090;117050;117050
04.10.2018;117050;117080;117050;117080
04.10.2018;117090;117170;117080;117130
04.10.2018;117130;117140;117070;117130
04.10.2018;117110;117170;117110;117120
04.10.2018;117130;117140;117100;117110
04.10.2018;117110;117200;117100;117200
04.10.2018;117180;117200;117120;117140
04.10.2018;117150;117190;117130;117170
04.10.2018;117170;117210;117140;117190
04.10.2018;117190;117200;117170;117180
04.10.2018;117170;117200;117140;117150
04.10.2018;117160;117170;116940;116970
04.10.2018;116970;117040;116930;117040
04.10.2018;117030;117080;117000;117070
04.10.2018;117070;117140;117050;117080
04.10.2018;117080;117130;117070;117090
04.10.2018;117100;117100;117060;117080
04.10.2018;117090;117110;117090;117100
04.10.2018;117100;117230;117100;117190
04.10.2018;117190;117200;117130;117130
04.10.2018;117140;117150;117100;117140
04.10.2018;117140;117170;117070;117090
04.10.2018;117100;117100;117010;117040
04.10.2018;117030;117070;117010;117020
04.10.2018;117010;117040;116970;117010
04.10.2018;117000;117040;116980;117040
04.10.2018;117040;117060;117000;117040
04.10.2018;117040;117060;117030;117040
04.10.2018;117030;117040;116970;117000
04.10.2018;117010;117040;116970;117030
04.10.2018;117030;117090;117010;117080
04.10.2018;117080;117160;117060;117150
04.10.2018;117140;117140;117080;117100
04.10.2018;117110;117110;117070;117070
04.10.2018;117070;117170;117070;117130
04.10.2018;117120;117140;117100;117100
04.10.2018;117100;117140;117090;117130
04.10.2018;117150;117250;117150;117230
04.10.2018;117240;117240;117100;117130
04.10.2018;117120;117120;117020;117030
04.10.2018;117030;117050;116800;116810
04.10.2018;116820;116920;116800;116880
04.10.2018;116880;116890;116840;116850
04.10.2018;116840;116870;116660;116710
04.10.2018;116730;116800;116690;116780
04.10.2018;116790;116810;116720;116740
04.10.2018;116730;116790;116670;116750
04.10.2018;116740;116790;116650;116690
04.10.2018;116680;116680;116540;116590
04.10.2018;116590;116600;116540;116570
04.10.2018;116570;116620;116510;116550
04.10.2018;116550;116610;116500;116560
04.10.2018;116560;116590;116380;116420
04.10.2018;116420;116520;116390;116510
04.10.2018;116520;116730;116490;116680
04.10.2018;116690;116700;116590;116610
04.10.2018;116620;116630;116240;116450
04.10.2018;116460;116460;116330;116410
04.10.2018;116400;116520;116370;116470
04.10.2018;116470;116480;116380;116450
04.10.2018;116440;116510;116380;116510
04.10.2018;116500;116600;116470;116580
04.10.2018;116580;116630;116570;116630
04.10.2018;116610;116620;116470;116510
04.10.2018;116520;116530;116440;116480
04.10.2018;116490;116540;116430;116440
04.10.2018;116450;116500;116420;116450
04.10.2018;116440;116500;116410;116440
04.10.2018;116440;116480;116300;116320
04.10.2018;116330;116390;116280;116360
04.10.2018;116340;116370;116280;116310
04.10.2018;116290;116290;116160;116250
04.10.2018;116250;116280;116150;116150
04.10.2018;116150;116170;116060;116060
04.10.2018;116060;116270;116020;116250
04.10.2018;116250;116330;116180;116310
04.10.2018;116300;116350;116300;116330
04.10.2018;116320;116330;116190;116240
04.10.2018;116230;116440;116230;116320
04.10.2018;116320;116500;116320;116440
04.10.2018;116450;116460;116330;116340
04.10.2018;116340;116360;116270;116270
04.10.2018;116270;116350;116210;116310
04.10.2018;116310;116330;116240;116240
04.10.2018;116240;116420;116230;116420
04.10.2018;116410;116410;116250;116250
04.10.2018;116250;116300;116220;116280
04.10.2018;116280;116300;116190;116220
04.10.2018;116210;116220;116080;116140
04.10.2018;116130;116260;116110;116120
04.10.2018;116140;116230;116120;116120
04.10.2018;116120;116160;116050;116090
04.10.2018;116070;116080;115910;115960
04.10.2018;115950;116060;115900;116060
04.10.2018;116050;116150;116020;116030
04.10.2018;116060;116140;116020;116080
04.10.2018;116080;116090;115940;115960
04.10.2018;115950;116000;115920;115930
04.10.2018;115940;115980;115810;115870
04.10.2018;115870;115970;115820;115920
04.10.2018;115920;115950;115900;115900
04.10.2018;115900;115970;115900;115950
04.10.2018;115960;115960;115920;115950
04.10.2018;115940;115950;115890;115940
04.10.2018;115940;116010;115940;115960
04.10.2018;115950;115970;115900;115920
04.10.2018;115910;115990;115850;115870
04.10.2018;115860;115890;115840;115850
04.10.2018;115850;115950;115840;115930
04.10.2018;115940;116020;115920;116010
04.10.2018;116020;116080;116010;116050
04.10.2018;116050;116100;115960;115980
04.10.2018;115970;116030;115910;115970
04.10.2018;115980;116010;115940;116000
04.10.2018;116000;116070;115980;116040
04.10.2018;116050;116170;115980;116110
04.10.2018;116130;116170;116040;116090
04.10.2018;116110;116180;116050;116070
04.10.2018;116070;116110;116010;116090
04.10.2018;116090;116170;116030;116120
04.10.2018;116110;116180;116090;116170
04.10.2018;116170;116210;116130;116200
04.10.2018;116190;116210;116120;116120
04.10.2018;116110;116140;116020;116050
04.10.2018;116060;116090;116030;116070
04.10.2018;116080;116090;116000;116000
04.10.2018;116010;116100;115970;116060
04.10.2018;116070;116120;116040;116060
04.10.2018;116060;116100;116040;116070
04.10.2018;116090;116160;116090;116160
04.10.2018;116160;116360;116150;116330
04.10.2018;116330;116360;116240;116270
04.10.2018;116290;116350;116270;116330
04.10.2018;116340;116340;116260;116260
04.10.2018;116270;116280;116200;116210
04.10.2018;116200;116310;116200;116290
04.10.2018;116290;116310;116260;116280
04.10.2018;116270;116270;116160;116180
04.10.2018;116170;116200;116110;116190
04.10.2018;116180;116220;116140;116140
04.10.2018;116150;116200;116140;116150
04.10.2018;116140;116150;116040;116050
04.10.2018;116050;116090;116020;116030
04.10.2018;116050;116130;116040;116120
04.10.2018;116140;116140;116050;116060
04.10.2018;116060;116100;116050;116050
04.10.2018;116050;116060;115910;115970
04.10.2018;115960;116040;115950;115960
04.10.2018;115970;116100;115950;116060
04.10.2018;116070;116130;116050;116080
04.10.2018;116090;116100;116050;116100
04.10.2018;116090;116100;116040;116050
04.10.2018;116040;116100;116020;116100
04.10.2018;116100;116170;116090;116170
04.10.2018;116160;116250;116140;116150
04.10.2018;116150;116220;116140;116140
04.10.2018;116150;116190;115990;115990
04.10.2018;116000;116030;115880;115900
04.10.2018;115900;115910;115730;115810
04.10.2018;115800;115820;115660;115660
04.10.2018;115660;115770;115550;115650
04.10.2018;115650;115760;115620;115710
04.10.2018;115730;115780;115700;115720
04.10.2018;115710;115720;115640;115680
04.10.2018;115680;115810;115630;115660
04.10.2018;115660;115780;115620;115740
04.10.2018;115750;115750;115630;115680
04.10.2018;115670;115700;115610;115640
04.10.2018;115650;115690;115620;115670
04.10.2018;115660;115700;115630;115630
04.10.2018;115630;115640;115470;115500
04.10.2018;115500;115560;115460;115490
04.10.2018;115470;115570;115420;115560
04.10.2018;115570;115580;115430;115450
04.10.2018;115450;115520;115420;115490
04.10.2018;115500;115580;115490;115560
04.10.2018;115570;115580;115440;115520
04.10.2018;115530;115610;115490;115570
04.10.2018;115560;115560;115480;115490
04.10.2018;115490;115600;115490;115570
04.10.2018;115550;115680;115550;115660
04.10.2018;115670;115700;115610;115650
04.10.2018;115650;115660;115580;115660
04.10.2018;115660;115660;115600;115640
04.10.2018;115640;115650;115600;115640
04.10.2018;115630;115660;115590;115640
04.10.2018;115630;115640;115520;115550
04.10.2018;115560;115570;115430;115480
04.10.2018;115470;115480;115420;115440
04.10.2018;115450;115520;115430;115510
04.10.2018;115520;115530;115430;115440
04.10.2018;115420;115520;115410;115500
04.10.2018;115480;115480;115270;115290
04.10.2018;115290;115330;115200;115210
04.10.2018;115210;115260;115130;115170
04.10.2018;115160;115260;115130;115220
04.10.2018;115210;115230;115150;115220
04.10.2018;115210;115220;115140;115160
04.10.2018;115150;115180;115090;115140
